# Constructed from biom file
#OTU ID	100033	100043	100052	100058	100067	100075	100087	100090	100094	101002	101044	101048	101057	101060	101065	101068	101071	101073	101078	101093	104029	104082	104085	104091	104097	105003	105009	105024	105026	105029	105030	105051	105053	105056	105060	105061	105063	105065	105067	105070	105081	105082	105086	105090	71050	71051	71052	71054	71055	75002	75003	75004	75005	75006	75007	75008	75009	75010	75011	77026	77027	77028	77029	77030	91079	91093	92013	92015	92023	92029	92030	92044	92056	99011	99061	99090	99094
Unassigned;__;__;__;__;__;__	0.00023169959375337896	0.0	0.0	2.4792363951902815e-05	0.00013897252976328346	0.00010481203708016957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011289230074508918	0.0	0.0	0.0	0.0	5.3363216734704765e-05	0.0	9.802720254870726e-05	0.0	0.0	0.0	0.0001615173400401486	0.0010021634003563248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.483349547257353e-05	0.0	6.4740632839686e-05	0.0	3.69160344795762e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3224218214754344e-05	0.0	0.0	0.0	2.6239487805198044e-05	0.0	0.0	0.0	7.240290770077326e-05	0.0	0.0	2.7950527566207813e-05	0.0	5.861664712778429e-05	0.0	7.20492240298572e-05	0.00010459293736190464	0.0	0.0	0.0	0.0
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037032893264712465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005227087931234754	0.0	0.0	0.0	0.00014447735317488984	0.003343104640822107	0.0	0.0009218192886337942	0.0	0.0	0.0	0.0001508807664742937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008475397132894227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__uncultured_Methanobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.797046319087044e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.079175924055746e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.789662116804654e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__uncultured;s__methanogenic_archaeon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005237304052589756	4.9405487302789767e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;__;__;__;__;__;__	0.0003398260708382891	0.00014356190128161624	6.179896795723511e-05	0.0001487541837114169	0.00010808974537144268	2.3291563795593237e-05	2.508403150554357e-05	0.00021544469130815324	0.0	0.00011363152138403193	0.0	3.0421489740352586e-05	0.0	0.0	2.4605996481342502e-05	0.00015383754754978742	0.00012051096649795132	8.153170904050767e-05	0.0	4.5599635202918376e-05	9.802720254870726e-05	9.937112275172835e-05	0.0	8.584796325707173e-05	0.00018459124576016982	0.0	0.00020940047034567186	8.808554868488276e-05	5.661151761325842e-05	5.844279181216487e-05	3.1329793066716794e-05	2.9039377395748635e-05	7.943947506394877e-05	3.6204337279606094e-05	0.0	0.00010835801488116738	0.0	0.00010476689366160294	0.0	0.0002751476895686655	4.449520193405811e-05	0.0003322443103161858	3.7720191618573424e-05	0.0	1.556347563537889e-05	3.5907502274141814e-05	2.148458481039854e-05	8.320159747067144e-05	0.0	0.0002255718910885834	0.0	4.108407170539982e-05	6.065237696665332e-05	8.721183755341725e-05	0.00024215420379697792	0.0	0.0	0.0	0.0	5.790164440670115e-05	0.0	4.182875308487054e-05	0.000207887859349014	0.0	0.0007529902400880419	8.278602571885866e-05	0.00010216243827686021	0.00013975263783103906	0.00017643865363735071	0.00016412661195779602	6.380094106388069e-05	0.00023055751689554305	5.229646868095232e-05	5.716768425144634e-05	8.61516076847234e-05	2.581877799723739e-05	4.5319616596043596e-05
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012783546155703592	8.085490587141375e-05	0.0	3.654748126941585e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00021659826721386229	0.0	0.0	0.0	0.0	0.0	3.181471112242301e-05	0.0	0.0	0.0	0.0009643060649007203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.120059905150179e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019260837053318528
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_graevenitzii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2370316419843e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_lingnae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.041540299604816e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3224218214754344e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_pacaensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013975263783103906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Schaalia_odontolytica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.585164835164836e-05	0.0	0.0	0.0	0.0	0.0	4.9211992962685004e-05	0.0003356455582904453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00020871380120010435	0.0	0.0	0.0	0.0	0.0	5.447216472382613e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011584465232123723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Schaalia_turicensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004791497270298525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
